Tainiokoski;TOS
Tikkaperä;TP
Tampere;TPE
Tampere r;TRE
Tampereen tavara-asema;TPET
Toppi;TPI
Tupos;TPS
Tuupovaara;TPV
Torhola;TRH
Tornio-Itäinen;TRI
Torkkeli;TRK
Tuomarila;TRL
Tornio r;TRN
Tornio-raja;TRR
Tarsala;TRS
Tervola;TRV
Törölä;TRÄ
Tavastila;TSL
Tsolma;TSM
Tasapää;TSP
Tuokslahti;TST
Tervasuo;TSU
Tiituspohja;TTP
Tytyri;TTR
Turenki;TU
Oulu Tuira;TUA
Tuuloksenjoki;TUJ
Turku satama;TUS
Tuuri;TUU
Teuva;TUV
Talviainen;TV
Tuovila;TVL
Tyrisevä;TYR
Tyris;TYS
Töysä;TÖ
Törmä;TÖR
Uhlu;UH
Uimaharju;UIM
Ukkola;UK
Uusikaupunki;UKP
Uusikylä;UKÄ
Udelnaja;UL
Upolahti;ULH
Ulvila;ULV
Unikankare;UNI
Untamo;UNT
Uro;UO
Uusikaarlepyy;UPY
Urjala;UR
Uuras;URS
Ulasoori;USO
Uitti;UTI
Utajärvi;UTJ
Uuksu;UUK
Uusi-Värtsilä;UVÄ
Vuorten-Vuori;V-V
Vaala;VAA
Viita-aho;VAH
Vainikkala;VAI
Vanaja;VAJ
Vallila;VAL
Vammeljoki;VAM
Varkaus;VAR
Vaasenin satama;VASS
Vatiala;VAT
Vehkala;VEH
Veitsiluoto vaihde;VEI
Vellua;VEL
Veskelys;VES
Vehmainen;VH
Viuhonmäki;VHI
Vuohijärvi;VHJ
Vuohimäki;VHM
Vuohenoja;VHO
Valkeakoski;VI
Viiala;VIA
Vihtari;VIH
Viheriäinen;VIE
Viisjärvi;VIJ
Vika;VIK
Vihtamo;VIM
Vinnilä;VIN
Virrat;VIR
Vesijärvi;VJ
Vedenoja;VJA
Valkeajärvi;VJI
Vuojoki;VJO
Vahojärvi;VJR
Vaatsjärvi;VJÄ
Viekki;VK
Viinikka;VKA
Vähäkangas;VKG
Vasikkahaka;VKH
Venetmäki;VKI
Vanikko;VKK
Viinikkala;VLK
Valkama;VKM
Verkkoniemi;VKN
Vaajakoski;VKO
Vantaankoski;VKS
Vuokatti;VKT
Vaskuu;VKU
Vähäkyrö;VKÖ
Virkkala;VLA
Villähde;VLH
Vuolinko;VLK
Vallainen;VLL
Valtimo;VLM
Vilppula;VLP
Valtaala;VLT
Villavaara;VLV
Viima;VM
Vammala;VMA
Vetämäjärvi;VMJ
Valimo;VMO
Virkamies;VMS
Vesanka uusi;VN
Vainikkala;VNA
Vainikkala-raja;VNAR
Vainikkala tavara;VNAT
Vinnilä vanha;VNI
Viinijärvi;VNJ
Veneskoski;VNK
Vinkkilä;VNL
Vuonos;VNS
Viantie;VNT
Voikoski;VOI
Virenoja;VOJ
Virenoja LWR;VOJA
Voitoinen;VOT
Viipuri;VPI
Virpelä;VPL
Varpanen;VPN
Vehkapuro;VPU
Vaarala;VRA
Vihtavuori;VRI
Viertola;VRK
Värälä;VRL
Vierumäki;VRM
Varanen;VRN
Vaasa;VS
Vuosaari;VSA
Vuosjärvi;VSJ
Vaskiluoto;VSK
Vuonislahti;VSL
Valkeasuo;VSO
Vaasan satama;VSS
Vesta;VST
Vuorensyrjä;VSY
Voltti;VT
Vatia;VTA
Vihanti;VTI
Vitele;VTL
Vuolahti;VTL
Viittamäki;VTM
Viitana;VTN
Vanattara;VTR
Vitsakylä;VTS
Ventälä;VTÄ
Vuoksenniska;VUO
Vartius raja;VUR
Vartius;VUS
Vähäjoki;VÄJ
Vähä;VÄ
Välimäki;VÄL
Välimaa;VÄM
Välivaara;VÄV
Vääkiö;VÖ
Wasalandia;WAD
Valkeasaari;WI
Voitajoki;WJK
Vesanka vanha;WN
Voikkaa;WOA
Wärtsilä;WRS
Vuoksen satama;WUS
Ylihärmä;YHM
Yläkolkki;YKI
Ykspihlaja;YKS
Ykspihlaja tavara;YKST
Ykspihlaja väliratapiha;YKSV
Yli-Vojakkala;YLI
Yläkoski;YLK
Ylemmäinen;YLM
Ylävalli;YLV
Ylämylly;YLY
Yltiä;YLÄ
Ylöjärvi;YLÖ
Ypykkävaara;YPY
Ylistaro;YST
Ylitornio;YTR
Ylivieska;YV
Ypäjä;YÄ
Ähtäri;ÄHT
Äkäsjoki;ÄJ
Äänekoski;ÄKI
Äänekosken keskusta;ÄKK
Ämmälä;ÄLÄ
Ämmänsaari;ÄM
Änkilä;ÄNK
Änislinna;ÄNL
Äyräpää;ÄP
Äijäri;ÄRI
Äetsä;ÄS
Äystö;ÄTÖ
Pietari;PTR
Pietari Suomen asema;PD
